"ccn","impute_discharge","impute_drg100","impute_drg101","impute_neuro1","impute_neuro2","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2","zip","estimation"
"112011",1,1,1,1,1,1292,0,0,36,36,0,1,1,31405,71
"112012",1,1,1,1,1,219,0,0,18,33,0,1,1,31901,21
"112013",1,1,1,1,1,170,0,0,80,80,0,2,1,30904,60
"112016",1,1,1,1,1,1042,0,0,60,60,0,1,1,31217,75
"112017",1,1,1,1,1,426,0,0,0,42,0,1,1,30606,21
"112018",1,1,1,1,1,18,0,0,41.4,50,0,1,1,31405,26
"113300",1,1,1,1,1,4782,0,24,296,388,0,13,3,30322,586
"11L005",1,1,1,1,1,861,0,0,118,124,0,1,1,30306,104
"11L006",1,1,1,1,1,232,0,0,28,82,0,1,4,30909,72
"120002",0,0,0,0,0,865,0,0,249,250,0,6,1,96793,211
"120004",0,0,0,1,1,86,0,0,34,44,0,2,1,96786,30
"120005",0,0,0,0,1,1238,0,0,128,168,0,2,1,96720,134
"120006",0,0,0,0,0,999,0,0,49,214,0,4,1,96734,104
"120007",0,0,0,0,0,640,0,0,160,160,0,4,1,96817,137
"120011",0,0,0,0,0,299,0,0,302.3,403,0,5,1,96819,228
"120014",0,0,0,0,0,390,0,0,72,97,0,2,1,96766,66
"120019",0,0,0,1,1,316,0,0,94,94,0,1,1,96750,68
"120022",0,0,0,0,0,1275,0,0,117.6,194.9,0,10,3,96813,207
"120026",0,0,0,0,0,1276,0,0,118,178.3,0,6,6,96701,222
"120028",0,0,0,1,1,111,0,0,50,50,0,1,1,96743,34
"121300",1,1,1,1,1,152,0,0,25,45,0,2,1,96796,29
"121301",1,1,1,1,1,219,0,0,21,21,0,2,1,96777,26
"121302",1,1,1,1,1,343,0,0,25,25,0,1,1,96755,28
"121303",1,1,1,1,1,566,0,0,21,21,0,3,4,96748,85
"121304",1,1,1,1,1,414,0,0,15,21,0,2,3,96731,58
"121305",1,1,1,1,1,448,0,0,4,4,0,1,1,96763,19
"121306",1,1,1,1,1,12,0,0,0,80,0,1,1,96746,10
"121307",1,1,1,1,1,80,0,0,0,29,0,1,1,96727,6
"121308",1,1,1,1,1,23,0,0,9,9,0,1,1,96790,6
"122001",1,1,1,1,1,169,0,0,0,4,0,1,1,96816,7
"123300",1,1,1,1,1,2416,0,0,254,288.4,0,2,1,96826,254
"123301",1,1,1,1,1,270,0,0,20.4,24,0,2,1,96826,28
"130002",0,0,0,0,0,2342,0,0,115.7,383.3,0,5,4,83301,253
"130003",0,0,0,0,1,1134,0,0,75.1,137,0,4,3,83501,139
"130007",0,0,0,0,0,3309,15,16,230.7,332.7,0,20,4,83706,601
"130013",0,0,0,0,0,882,0,0,66,90.9,0,1,5,83687,129
"130014",0,0,0,0,0,465,0,0,134,154,0,4,1,83605,118
"130018",0,0,0,0,0,2385,14,0,353,362,0,5,1,83404,416
"130025",0,0,0,1,1,149,0,0,56.9,94,0,1,1,83440,44
"130028",0,0,0,0,0,1631,0,0,325,326,0,5,2,83201,294
"130049",0,0,0,0,0,3874,19,21,349.4,448,0,21,4,83814,749
"130063",0,0,0,0,0,133,0,0,5.3,28,0,3,2,83704,35
"130065",0,0,0,0,0,458,0,0,125,125,0,4,2,83221,123
"130066",0,0,0,0,0,417,0,0,15.6,35.4,0,2,3,83854,60
"130071",0,0,0,0,0,505,0,0,54.4,194.4,0,3,8,83687,173
"130073",1,1,1,1,1,55,0,0,8,9,0,2,1,83221,12
"130074",1,1,1,1,1,698,0,0,38,125,0,1,2,83404,73
"131301",1,1,1,1,1,13,0,0,7,21.6,0,2,1,83805,12
"131302",1,1,1,1,1,574,0,0,21,21,0,1,1,83330,34
"131303",1,1,1,1,1,57,0,0,11.1,25,0,2,1,83252,16
"131304",1,1,1,1,1,142,0,0,10,10,0,1,1,83211,11
"131305",1,1,1,1,1,562,0,0,7,18,0,1,1,83467,27
"131307",1,1,1,1,1,415,0,0,30,32,0,3,2,83672,59
"131308",1,1,1,1,1,202,0,0,4,10,0,2,1,83611,16
"131309",1,1,1,1,1,198,0,0,7,14,0,2,1,83276,18
"131310",1,1,1,1,1,144,0,0,12.9,64,0,2,1,83338,25
"131311",1,1,1,1,1,218,0,0,10,82,0,2,1,83647,28
"131312",1,1,1,1,1,733,0,0,9.3,62,0,2,1,83638,45
"131313",1,1,1,1,1,46,0,0,10,110.4,0,1,1,83422,19
"131314",1,1,1,1,1,61,0,0,18.5,25,0,2,1,83837,20
"131315",1,1,1,1,1,46,0,0,19,19,0,2,1,83530,19
"131316",1,1,1,1,1,309,0,0,13,25,0,1,1,83254,21
"131317",1,1,1,1,1,203,0,0,8,27,0,2,1,83861,20
"131318",1,1,1,1,1,101,0,0,17.1,20,0,1,1,83617,14
"131319",1,1,1,0,1,98,0,0,17,23,0,1,1,83350,14
"131320",1,1,1,1,1,1220,0,0,23.4,24,0,1,6,83544,127
"131321",1,1,1,1,1,254,0,0,25,25,0,1,1,83522,24
"131322",1,1,1,1,1,352,0,0,16.1,290.4,0,1,1,83263,55
"131323",1,1,1,0,1,13,0,0,0,72,0,2,1,83340,14
"131324",1,1,1,1,1,44,0,0,14,14,0,2,1,83213,15
"131325",1,1,1,0,0,345,0,0,17.6,35,0,3,2,83221,50
"131326",1,1,1,1,1,407,0,0,47,47,0,2,2,83318,63
"131327",1,1,1,0,0,509,0,0,14.6,25,0,1,1,83843,29
"131328",1,1,1,0,0,302,0,0,25,25,0,1,6,83864,93
"132001",1,1,1,1,1,150,0,0,0,40,0,2,1,83854,16
"132002",1,1,1,1,1,448,0,0,0,40,0,2,2,83709,41
"140001",0,0,0,1,1,531,0,0,47.9,48,0,8,2,61520,102
"140002",0,0,0,0,0,1965,0,19,125.3,181.1,0,3,1,62002,262
"140007",0,0,0,0,0,5542,25,39,414,448,0,14,1,60435,891
"140008",0,0,0,0,0,1486,0,11,60.9,105.1,0,5,5,60160,229
"140011",0,0,0,0,0,2666,0,16,197,197,0,2,9,62948,412
"140012",0,0,0,0,1,651,0,0,124,178,0,2,1,61021,111
"140013",0,0,0,0,0,1207,0,0,122,176.1,0,3,3,61614,164
"140015",0,0,0,0,0,4943,15,25,267,374,0,15,1,62301,661
"140018",0,0,0,0,0,683,0,0,319,319,0,5,3,60608,267
"140019",0,0,0,0,1,82,0,0,24,30,0,1,1,62565,18
"140029",0,0,0,0,0,2512,0,0,255,340,0,4,6,60504,343
"140030",0,0,0,0,0,3699,0,0,288.6,335,0,5,5,60123,396
"140032",0,0,0,0,0,1636,0,0,66.7,128,0,1,4,62401,150
"140034",0,0,0,0,0,1485,14,14,40.4,177,0,4,1,62801,272
"140040",0,0,0,0,1,344,0,0,7.8,139,0,1,1,61401,33
"140043",0,0,0,0,0,1187,0,0,85,110,0,3,1,61081,110
"140046",0,0,0,0,0,2349,15,17,67.5,198,0,2,3,62864,357
"140048",0,0,0,0,0,1316,0,12,405,482,0,8,7,60617,482
"140049",0,0,0,1,1,822,0,17,124,149,0,5,1,60302,216
"140052",0,0,0,0,1,648,0,0,49,80,0,1,1,62002,57
"140053",0,0,0,0,0,5582,21,22,297.3,984,0,4,11,62769,866
"140054",0,0,0,0,0,1886,0,16,90.4,156.9,0,8,7,60402,333
"140058",0,0,0,1,1,865,0,0,50.8,99,0,1,3,62650,96
"140059",0,0,0,1,1,238,0,0,14,31,0,2,1,62052,25
"140062",0,0,0,0,0,8810,21,32,428,428,0,9,6,60463,998
"140063",0,0,0,0,0,1124,0,0,127,127,0,4,18,60304,363
"140064",0,0,0,0,0,925,0,0,77,77,0,1,3,61401,108
"140065",0,0,0,0,0,2543,0,0,175,230,0,2,5,60525,268
"140068",0,0,0,0,1,207,0,0,84,144,0,3,1,60628,77
"140077",0,0,0,0,1,299,0,0,23.7,36,0,6,1,62207,55
"140080",0,0,0,0,0,1746,13,15,9.7,190,0,4,3,60202,294
"140082",0,0,0,0,1,1106,0,0,121,126,0,2,8,60640,214
"140083",0,0,0,0,1,346,0,0,72.5,89,0,2,1,60644,64
"140084",0,0,0,0,1,1925,20,17,112,181,0,3,2,60085,385
"140089",0,0,0,1,1,295,0,0,16,70,0,2,1,61455,33
"140093",0,0,0,0,0,1323,0,21,119,119,0,1,3,61832,252
"140095",0,0,0,0,0,291,0,0,151,151,0,2,1,60623,107
"140100",0,0,0,1,1,26,0,0,100,100,0,2,1,60099,66
"140101",0,0,0,0,0,1391,0,0,89,89,0,2,3,60450,139
"140103",0,0,0,0,1,466,0,18,87.9,196,0,1,1,60621,172
"140110",0,0,0,0,0,892,0,0,98,98,0,3,8,61350,198
"140113",0,0,0,0,0,1156,0,0,132,132,0,3,2,61801,148
"140114",0,0,0,0,0,2213,0,15,280,292,0,4,12,60625,492
"140115",0,0,0,0,0,807,0,0,154.4,156,0,3,4,60613,175
"140116",0,0,0,0,0,7222,28,39,536.6,624,0,10,3,60050,1058
"140117",0,0,0,0,0,3923,0,12,195,195,0,8,3,60631,393
"140118",0,0,0,1,1,991,0,16,75.7,57,0,4,1,60406,177
"140120",0,0,0,0,1,721,0,0,55,85,0,1,2,61554,77
"140122",0,0,0,0,0,2509,0,0,152,261,0,8,4,60521,280
"140124",0,0,0,0,0,670,0,0,344,1632.4,0,13,4,60612,494
"140125",0,0,0,0,0,835,0,0,36,86,0,3,1,62040,71
"140127",0,0,0,0,0,1667,11,0,177,200,0,5,4,61761,306
"140130",0,0,0,0,0,2485,0,0,215,273,0,10,21,60045,550
"140133",0,0,0,0,1,1481,16,35,239.4,271.9,0,3,2,60629,504
"140135",0,0,0,0,0,3523,13,0,300,300,0,5,7,62526,500
"140137",0,0,0,0,1,153,0,0,35.1,38,0,1,1,62246,27
"140143",0,0,0,0,1,562,0,0,0,44,0,2,1,61362,32
"140145",0,0,0,1,1,239,0,0,41.1,68,0,1,1,62230,37
"140147",0,0,0,1,1,393,0,0,48,58,0,1,1,62450,45
"140155",0,0,0,0,0,1356,0,12,120,140,0,3,5,60901,250
"140158",0,0,0,0,0,1482,16,19,38,145.1,0,1,1,60616,288
"140160",0,0,0,0,0,995,0,0,116.5,133,0,3,1,61032,121
"140161",0,0,0,1,1,588,0,0,44,44,0,1,1,61764,49
"140162",0,0,0,0,0,2027,13,15,149,149,0,6,9,61701,459
"140164",0,0,0,0,0,2856,11,13,238,238,0,8,5,62901,480
"140166",0,0,0,0,1,1790,0,0,51.4,230,0,4,2,62521,151
"140167",0,0,0,0,0,78,0,0,15,25,0,1,3,60970,39
"140172",0,0,0,0,0,3895,26,35,221,693,0,1,4,60461,716
"140174",0,0,0,0,0,1023,0,0,189,191,0,4,2,60506,183
"140177",0,0,0,0,1,803,0,19,273,273,0,3,1,60649,300
"140179",0,0,0,0,0,3004,0,18,298,298,0,7,6,60805,484
"140180",0,0,0,0,0,2425,0,0,492,692,0,10,2,60622,477
"140181",0,0,0,1,1,399,0,0,137,137,0,2,1,60617,103
"140182",0,0,0,0,0,1532,0,0,326,401,0,8,8,60657,397
"140184",0,0,0,0,0,890,0,0,32.5,94,0,1,2,62959,74
"140185",0,0,0,0,0,3217,0,16,274,379,0,5,2,62226,415
"140186",0,0,0,0,0,3496,17,12,387,387,0,12,1,60901,597
"140187",0,0,0,0,0,2656,0,17,87.9,256,0,5,1,62269,281
"140189",0,0,0,0,0,2323,0,0,178,178,0,9,2,61938,255
"140191",0,0,0,0,0,2960,14,25,216,476,0,8,4,60426,567
"140197",0,0,0,0,0,587,0,0,145,146.6,0,2,3,60640,142
"140200",0,0,0,0,0,5621,17,23,423,428.7,0,11,6,60126,816
"140202",0,0,0,0,0,5207,20,12,318,395,0,9,5,60048,685
"140206",0,0,0,0,0,685,0,12,190,210,0,3,1,60622,213
"140208",0,0,0,0,0,8943,38,30,948,1112,0,27,7,60453,1551
"140209",0,0,0,0,0,2837,15,23,343,431,0,7,5,61636,622
"140210",0,0,0,1,1,566,0,0,40,40,0,1,1,62946,45
"140211",0,0,0,0,0,2514,0,11,269,319,0,5,14,60134,515
"140213",0,0,0,0,0,6159,12,26,388,388,0,4,3,60451,717
"140217",0,0,0,0,0,1517,0,0,76.8,189,0,4,1,60123,134
"140224",0,0,0,0,1,1838,0,0,321.4,338,0,6,16,60657,494
"140228",0,0,0,0,0,3006,0,0,398.3,458,0,7,6,61104,462
"140231",0,0,0,0,0,6226,14,28,447,463,0,21,8,60540,944
"140233",0,0,0,0,0,3957,17,44,285,285,0,10,6,61108,767
"140234",0,0,0,0,0,606,0,0,54.7,55,0,2,4,61354,102
"140239",0,0,0,0,0,2456,20,19,0,542.4,0,7,2,61103,427
"140240",0,0,0,1,1,214,0,0,5.9,29,0,2,1,60160,20
"140250",0,0,0,1,1,2005,21,0,254,486.9,0,3,4,60429,442
"140251",0,0,0,1,1,1473,0,20,73,193,0,7,3,60634,274
"140258",0,0,0,0,0,5277,0,15,356,356,0,12,7,60007,633
"140275",0,0,0,0,0,699,0,0,116,116,0,2,3,61282,129
"140280",0,0,0,0,0,3077,11,25,302,365,0,9,3,61201,573
"140286",0,0,0,0,1,1525,0,0,169,195,0,5,11,60115,319
"140288",0,0,0,0,0,4283,0,0,360,434,0,12,3,60515,478
"140289",0,0,0,0,0,1654,0,0,158,172,0,2,1,62062,165
"140291",0,0,0,0,0,3245,0,0,228,270,0,7,7,60010,380
"140292",0,0,0,0,1,935,0,0,108,146,0,5,4,60139,168
"140294",0,0,0,1,1,338,0,0,30.2,47,0,2,1,62864,38
"140300",1,1,1,0,0,834,0,0,25,45,0,5,6,60615,139
"140304",0,0,0,0,0,998,0,0,108,138,0,1,4,60440,146
"140307",0,0,0,1,1,805,0,0,242,195.3,0,1,5,62269,224
"141300",1,1,1,1,1,237,0,0,6,25,0,2,1,62016,20
"141301",1,1,1,1,1,147,0,0,16,16,0,2,1,61856,21
"141302",1,1,1,0,1,147,0,0,19,19,0,1,1,61036,17
"141303",1,1,1,1,1,12,0,0,15,19,0,2,1,61727,15
"141304",1,1,1,1,1,504,0,0,28,28,0,1,2,61231,49
"141305",1,1,1,0,1,69,0,0,18,24,0,3,1,62321,25
"141306",1,1,1,1,1,372,0,0,25,32,0,1,4,62088,70
"141307",1,1,1,1,1,22,0,0,14,22,0,1,1,62274,10
"141308",1,1,1,1,1,415,0,0,22,28,0,3,1,62263,41
"141309",1,1,1,1,1,144,0,0,11,37,0,1,2,61530,28
"141310",1,1,1,1,1,147,0,0,25,25,0,1,2,61342,34
"141311",1,1,1,1,1,66,0,0,25,35,0,1,1,62837,18
"141312",1,1,1,0,0,144,0,0,20.4,30,0,1,1,61068,18
"141313",1,1,1,1,1,111,0,0,20,30,0,1,1,62644,17
"141315",1,1,1,1,1,203,0,0,8,35,0,2,1,62363,21
"141316",1,1,1,1,1,247,0,0,36,36,0,1,1,60942,31
"141317",1,1,1,0,1,290,0,0,42,42,0,2,1,60936,42
"141318",1,1,1,1,1,240,0,0,21,21,0,2,1,61462,27
"141319",1,1,1,0,0,30,0,0,0,23,0,1,4,61254,44
"141320",1,1,1,0,1,538,0,0,25,31,0,3,2,61944,61
"141321",1,1,1,1,1,131,0,0,0,23,0,2,1,62812,13
"141322",1,1,1,0,0,14,0,0,25,41,0,2,1,62656,23
"141323",1,1,1,1,1,46,0,0,25,31,0,2,1,62960,23
"141324",1,1,1,1,1,88,0,0,25,33,0,1,1,62930,19
"141325",1,1,1,0,0,68,0,0,25,26,0,1,2,61443,31
"141326",1,1,1,1,1,162,0,0,25,32.5,0,2,1,62859,27
"141327",1,1,1,0,0,13,0,0,25,25,0,1,1,62863,15
"141328",1,1,1,0,1,26,0,0,20,30,0,1,1,62982,14
"141329",1,1,1,1,1,133,0,0,15,53,0,1,1,61270,18
"141330",1,1,1,1,1,271,0,0,25,25,0,2,1,61747,31
"141331",1,1,1,1,1,50,0,0,18,38,0,1,1,62832,15
"141332",1,1,1,1,1,388,0,0,25,33,0,1,1,62049,30
"141333",1,1,1,0,1,419,0,0,12,22,0,2,3,62681,56
"141334",1,1,1,0,0,694,0,0,39,67.4,0,4,2,62966,84
"141335",1,1,1,1,1,121,0,0,0,24,0,2,1,60033,13
"141336",1,1,1,1,1,269,0,0,25,36.3,0,2,4,62249,72
"141337",1,1,1,0,0,203,0,0,25,30,0,1,1,61356,23
"141338",1,1,1,1,1,345,0,0,35,35,0,2,1,62233,40
"141339",1,1,1,0,1,34,0,0,25,52,0,1,1,62568,19
"141340",1,1,1,1,1,181,0,0,58,73,0,1,1,60548,43
"141341",1,1,1,1,1,112,0,0,10,22,0,2,2,62557,30
"141342",1,1,1,1,1,1110,0,0,18,25,0,4,2,62906,84
"141343",1,1,1,1,1,453,0,0,20,25,0,1,3,62454,56
"141344",1,1,1,1,1,343,0,0,25,25,0,2,3,62439,60
"141345",1,1,1,1,1,410,0,0,25,30,0,2,1,62881,37
"141346",1,1,1,1,1,77,0,0,23,25,0,2,1,62471,22
"141347",1,1,1,0,0,586,0,0,25,30,0,3,2,62626,62
"141348",1,1,1,1,1,155,0,0,25,25.1,0,2,1,62278,26
"141349",1,1,1,1,1,539,0,0,29.7,36,0,1,2,62286,52
"141350",1,1,1,1,1,31,0,0,20.4,25,0,2,1,62056,19
"141351",1,1,1,1,1,267,0,0,20,27,0,1,1,62839,23
"142006",1,1,1,1,1,432,0,0,69,69,0,1,1,60178,58
"142008",1,1,1,1,1,6591,12,22,254,328,0,2,1,60164,604
"142009",1,1,1,1,1,2398,0,11,103,198,0,2,1,60660,225
"142010",1,1,1,1,1,3035,0,22,135.9,184,0,7,3,60521,373
"142011",1,1,1,1,1,713,0,0,139,139,0,7,9,60016,252
"142013",1,1,1,1,1,1838,0,0,50,50,0,6,3,61605,155
"143301",1,1,1,1,1,415,0,0,26.6,31,0,2,2,60649,51
"143302",1,1,1,1,1,173,0,0,13.5,19,0,1,1,60707,15
"150001",0,0,0,0,0,421,0,0,69,120,0,3,2,46131,88
"150002",0,0,0,0,0,3495,35,50,269.4,536,0,9,4,46402,883
"150004",0,0,0,1,1,1455,15,21,11,130,0,3,1,46320,287
"150005",0,0,0,0,0,1499,0,0,124,157,0,6,4,46122,204
"150006",0,0,0,1,1,1271,0,0,76,100,0,8,3,46350,164
"150007",0,0,0,0,0,1051,0,0,0,175.6,0,5,6,46902,150
"150008",0,0,0,0,0,1094,0,0,102.7,197,0,1,5,46312,168
"150009",0,0,0,0,0,2806,0,0,124,237,0,2,1,47130,200
"150010",0,0,0,0,0,946,0,0,91.4,147.3,0,6,4,46904,166
"150011",0,0,0,0,0,1165,0,0,79.7,119,0,1,6,46952,163
"150012",0,0,0,0,0,3539,14,18,235.9,318.9,0,9,5,46545,564
"150015",0,0,0,0,0,1943,0,0,152,183,0,3,2,46360,194
"150017",0,0,0,0,1,4424,19,33,341.6,396,0,11,8,46804,816
"150018",0,0,0,0,0,2488,0,11,168.6,253,0,13,4,46514,370
"150021",0,0,0,0,0,6912,22,47,566.9,950,0,28,13,46845,1338
"150022",0,0,0,0,1,254,0,0,22.3,30.1,0,2,1,47933,29
"150023",0,0,0,0,0,4923,26,22,343,343,0,9,2,47804,728
"150024",0,0,0,0,0,1773,12,14,508,544,0,27,13,46202,833
"150026",0,0,0,0,0,960,0,0,95,119,0,2,2,46526,115
"150030",0,0,0,1,1,593,0,0,72,118,0,1,1,47362,71
"150034",0,0,0,0,0,3319,0,18,123.3,288,0,4,9,46342,433
"150035",0,0,0,0,0,3376,0,17,176.9,282.3,0,6,2,46383,374
"150037",0,0,0,0,0,592,0,0,57.9,86,0,2,1,46140,66
"150042",0,0,0,0,0,2221,0,16,113.6,144,0,4,1,47591,253
"150044",0,0,0,0,0,5164,15,19,246,246,0,7,6,47150,636
"150045",0,0,0,1,1,207,0,0,37,65.9,0,2,3,46706,66
"150046",0,0,0,0,1,1530,0,0,228,281,0,1,4,47802,242
"150047",0,0,0,0,1,302,0,0,60,69,0,1,1,46802,48
"150048",0,0,0,0,1,4671,16,0,165,323,0,11,2,47374,469
"150051",0,0,0,0,0,3463,0,20,133.7,386,0,18,2,47408,452
"150057",0,0,0,0,0,861,0,0,83.1,113.7,0,1,6,46158,153
"150058",0,0,0,0,0,3719,13,26,330.9,528,0,16,8,46601,755
"150059",0,0,0,0,0,940,0,0,139,172,0,2,7,46060,209
"150061",0,0,0,0,1,322,0,0,69,85,0,1,1,47501,55
"150064",0,0,0,1,1,60,0,0,28.9,33,0,1,1,47331,20
"150065",0,0,0,0,0,400,0,0,80,217,0,1,1,47274,79
"150069",0,0,0,0,1,1059,0,0,113,113.3,0,1,2,47250,121
"150072",0,0,0,1,1,239,0,0,50,83,0,2,2,46947,62
"150074",0,0,0,0,0,3713,16,36,0,429,0,25,5,46219,664
"150075",0,0,0,1,1,112,0,0,45,50,0,2,1,46714,37
"150076",0,0,0,0,0,325,0,0,55,92.3,0,2,1,46563,55
"150082",0,0,0,0,0,12713,42,55,479.9,711,0,20,4,47747,1490
"150084",0,0,0,0,0,8051,28,42,618.7,858.6,0,27,6,46260,1310
"150086",0,0,0,0,0,885,0,0,72,72,0,1,1,47025,77
"150088",0,0,0,0,0,1047,0,0,140.3,188,0,5,3,46016,179
"150089",0,0,0,0,0,5405,15,50,237.4,499.7,0,12,6,47303,853
"150090",0,0,0,0,0,1286,0,12,101,123.9,0,4,2,46311,202
"150091",0,0,0,0,1,213,0,0,30,50,0,1,1,46750,28
"150097",0,0,0,0,0,674,0,0,80,80,0,1,1,46176,73
"150100",0,0,0,0,0,3883,13,0,377,505,0,7,2,47750,520
"150101",0,0,0,0,0,148,0,0,25,46.4,0,1,3,46725,50
"150102",0,0,0,0,1,58,0,0,12.9,26,0,1,1,46534,11
"150104",0,0,0,0,1,450,0,0,51,58,0,7,1,46052,83
"150109",0,0,0,0,0,3450,0,11,154.7,235,0,6,3,47905,344
"150112",0,0,0,0,1,2678,0,12,242,242,0,5,3,47201,357
"150113",0,0,0,0,1,1718,11,0,0,191.9,0,5,4,46011,221
"150115",0,0,0,0,0,1654,0,0,213,217,0,4,2,47546,222
"150125",0,0,0,0,0,6540,12,31,413,445,0,19,3,46321,862
"150126",0,0,0,0,0,2392,0,11,215.1,299.9,0,4,4,46307,342
"150128",0,0,0,0,0,2359,0,18,0,287,0,2,6,46227,285
"150133",0,0,0,0,0,511,0,0,52.3,74.9,0,2,1,46580,59
"150146",0,0,0,1,1,271,0,0,26,62,0,1,1,46755,30
"150149",1,1,1,1,1,268,0,0,135,135,0,2,2,47630,110
"150150",0,0,0,1,1,168,0,0,164,170,0,8,5,46825,199
"150153",0,0,0,1,1,2055,0,0,88.9,115.4,0,2,2,46290,154
"150157",0,0,0,0,1,739,0,0,105.6,154,0,2,2,46032,116
"150158",0,0,0,0,0,1614,0,0,125.1,250,0,7,6,46123,253
"150160",0,0,0,1,1,1153,0,0,47,62,0,3,5,46278,139
"150161",0,0,0,0,0,1003,0,0,74.3,195,0,2,7,46032,183
"150162",0,0,0,0,0,6753,22,30,418.6,578,0,14,7,46237,972
"150165",0,0,0,0,1,686,0,0,63,78,0,3,4,46321,117
"150166",0,0,0,1,1,170,0,0,18,18,0,2,1,46307,23
"150167",0,0,0,1,1,797,0,0,33,40,0,1,5,46845,104
"150168",0,0,0,1,1,626,0,0,39,43,0,2,1,46804,53
"150169",0,0,0,0,0,3636,18,27,0,458,0,8,5,46256,535
"150172",0,0,0,1,1,142,0,0,19,19,0,2,2,47150,36
"150173",0,0,0,0,0,2984,14,15,142.7,207,0,6,3,47905,426
"150176",0,0,0,1,1,81,0,0,30,29,0,2,1,47129,26
"150177",0,0,0,0,1,69,0,0,4.4,26.3,0,1,2,46545,21
"150179",0,0,0,0,0,219,0,0,0,86,0,2,1,46256,24
"150181",0,0,0,1,1,67,0,0,22.4,60,0,1,1,46037,20
"150183",0,0,0,1,1,262,0,0,31.3,44,0,2,1,47403,36
"150191",1,1,1,1,1,223,0,0,8,19.6,0,2,1,46350,20
"151300",1,1,1,0,1,247,0,0,19,56.3,0,1,1,46506,25
"151301",1,1,1,1,1,73,0,0,13,31,0,2,1,47394,18
"151302",1,1,1,1,1,180,0,0,5.4,36,0,2,1,47348,19
"151303",1,1,1,1,1,26,0,0,8,25,0,2,2,47265,27
"151304",1,1,1,0,1,40,0,0,25,25,0,1,2,46173,30
"151305",1,1,1,0,1,270,0,0,21,21,0,1,1,46996,23
"151306",1,1,1,1,1,12,0,0,4.1,48,0,2,1,47454,13
"151307",1,1,1,0,1,12,0,0,16,19.4,0,1,2,47993,23
"151308",1,1,1,1,1,407,0,0,17.7,25,0,1,1,46036,27
"151309",1,1,1,1,1,12,0,0,8,25,0,2,2,47834,26
"151310",1,1,1,0,0,309,0,0,16,29.3,0,1,1,46992,23
"151311",1,1,1,1,1,186,0,0,5,54,0,2,1,46072,21
"151312",1,1,1,1,1,273,0,0,6.6,86,0,1,1,47960,23
"151313",1,1,1,0,0,235,0,0,25,70,0,1,1,46975,29
"151314",1,1,1,0,0,105,0,0,7.7,29,0,1,1,47167,11
"151315",1,1,1,1,1,97,0,0,36.4,46,0,2,1,46703,32
"151316",1,1,1,1,1,223,0,0,4.7,38,0,1,1,46041,15
"151317",1,1,1,1,1,14,0,0,21.3,40,0,1,2,47441,29
"151318",1,1,1,1,1,100,0,0,35,40,0,2,1,46970,31
"151319",1,1,1,1,1,97,0,0,34,56,0,1,1,47670,26
"151320",1,1,1,1,1,42,0,0,5.3,81,0,2,1,47371,19
"151322",1,1,1,1,1,1445,0,0,48,48,0,1,1,47586,84
"151323",1,1,1,0,1,200,0,0,21,41.6,0,1,1,46761,22
"151324",1,1,1,0,1,47,0,0,10.4,31,0,1,1,47978,10
"151325",1,1,1,1,1,175,0,0,33.6,40,0,2,1,47601,33
"151326",1,1,1,1,1,97,0,0,45,45,0,1,1,47842,30
"151327",1,1,1,0,1,348,0,0,26,40,0,2,3,47882,63
"151328",1,1,1,1,1,75,0,0,28.6,46,0,1,1,47421,22
"151329",1,1,1,1,1,316,0,0,25,40,0,1,1,47006,28
"151330",1,1,1,0,1,208,0,0,28.4,37,0,1,1,46733,26
"151331",1,1,1,1,1,523,0,0,52,119.1,0,2,3,47112,91
"151332",1,1,1,1,1,29,0,0,30,32,0,2,1,47240,25
"151333",1,1,1,1,1,80,0,0,9.6,25,0,2,1,46135,16
"151334",1,1,1,1,1,1292,0,0,36,36,0,1,3,47170,97
"151335",1,1,1,1,1,147,0,0,16.9,29.7,0,1,1,47421,17
"152007",1,1,1,1,1,871,0,0,59,59,0,1,1,46222,68
"152012",1,1,1,1,1,13,0,0,0,70,0,2,1,46320,14
"152013",1,1,1,1,1,97,0,0,45,45,0,1,1,46250,30
"152014",1,1,1,1,1,150,0,0,41,60,0,1,1,47713,32
"152020",1,1,1,1,1,336,0,0,37.7,84.6,0,1,2,46260,54
"152024",1,1,1,1,1,505,0,0,99,99,0,6,3,46312,134
"152025",1,1,1,1,1,414,0,0,17.5,32,0,1,1,47303,28
"152028",1,1,1,1,1,171,0,0,38,40,0,2,1,46307,35
"160001",0,0,0,0,0,316,0,0,36,48,0,1,1,50158,35
"160005",0,0,0,0,1,348,0,0,42,48.1,0,2,1,51401,45
"160008",0,0,0,1,1,112,0,0,12.6,24,0,2,2,52632,32
"160013",0,0,0,1,1,178,0,0,22.1,56.1,0,2,1,52761,29
"160016",0,0,0,0,0,1110,0,0,58.3,83.1,0,3,3,50501,118
"160024",0,0,0,1,1,1320,0,0,11.6,43.3,0,2,1,50316,66
"160028",0,0,0,0,0,909,0,0,93.7,144,0,4,3,51503,141
"160029",0,0,0,0,1,2033,0,0,149.4,202,0,1,12,52245,320
"160030",0,0,0,0,1,2406,0,14,150,265,0,6,2,50010,307
"160032",0,0,0,1,1,147,0,0,26.3,43,0,2,1,50208,29
